Name,Sequence Name,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
Cupin,WP_081594398.1,,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
disorder_prediction,WP_081594398.1,,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,WP_081594398.1,,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,WP_081594398.1,,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,WP_081594398.1,,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,WP_081594398.1,,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,WP_081594398.1,,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Non cytoplasmic domain,WP_081594398.1,,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,WP_081594398.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Transmembrane region,WP_081594398.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cupin,WP_017308070.1,,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,WP_017308070.1,,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,WP_017308070.1,,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,WP_017308070.1,,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,WP_017308070.1,,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cytoplasmic domain,WP_017308070.1,,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_017308070.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cupin,WP_017308072.1,,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,WP_017308072.1,,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,WP_017308072.1,,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,WP_017308072.1,,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,WP_017308072.1,,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cytoplasmic domain,WP_017308072.1,,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_017308072.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,WP_017308072.1,,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,WP_017308072.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cupin,WP_017308073.1,,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,WP_017308073.1,,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,WP_017308073.1,,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,WP_017308073.1,,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,WP_017308073.1,,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cytoplasmic domain,WP_017308073.1,,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_017308073.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,WP_017308073.1,,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,WP_017308073.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cupin,WP_017308075.1,,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,WP_017308075.1,,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,WP_017308075.1,,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,WP_017308075.1,,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,WP_017308075.1,,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,WP_017308075.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,WP_017308075.1,,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
cupin_RmlC-like,WP_017308076.1,,CDD,cd02208,,Unintegrated,Unintegrated,cupin_RmlC-like
Cupin,WP_017308076.1,,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,WP_017308076.1,,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,WP_017308076.1,,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,WP_017308076.1,,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,WP_017308076.1,,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Non cytoplasmic domain,WP_017308076.1,,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,WP_017308076.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
SCP2,NZ_CM001558,WP_003179636.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CP027218,WP_129391611.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CP027561,WP_169429607.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CP058974,WP_182404194.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CP077091,WP_186550979.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CP077092,WP_186565700.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CP087192,WP_258713159.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CP113097,WP_267817488.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CABVIX010000004,WP_158464931.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CP019952,WP_078478837.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CP025035,WP_100851939.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
SCP2,NZ_CP118607,WP_274906474.1,PFAM,PF02036,IPR003033,SCP2_sterol-bd_dom,DOMAIN,SCP2
JMJC,NZ_VJYI01000003,WP_188189631.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_JACHIN010000002,WP_184959888.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_JACHIN010000002,WP_184959888.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_JH992892,WP_017308070.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_JH992892,WP_017308068.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_JH992892,WP_017308072.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_JH992892,WP_017308076.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_JH992892,WP_081594398.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_JH992892,WP_017308075.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_JH992892,WP_017308073.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CP012747,WP_148654362.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP012747,WP_148654362.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEPP010000002,WP_047838484.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CADEQR010000001,WP_025100501.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CADEWT010000002,WP_186069796.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CADFEB010000003,WP_155122779.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CP009487,WP_143136102.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CP111122,WP_041491776.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_LNJU01000004,WP_157382479.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_MEBC01000001,WP_143135861.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_MEBE01000001,WP_143136336.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_MEBF01000045,WP_143134459.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_MEBG01000002,WP_143135015.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_MECO01000028,WP_141712897.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_JAEDZX010000001,WP_198249627.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_JAEDZX010000001,WP_198249627.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP002580,WP_158336038.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP002580,WP_158336038.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP007212,WP_158512003.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP007212,WP_158512003.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP045094,WP_246797360.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP045094,WP_246797360.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NC_015376,WP_013690410.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NC_015376,WP_013690410.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEQD010000002,WP_103692179.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEQD010000002,WP_103692179.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEQP010000008,WP_096751231.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEQP010000008,WP_096751231.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEWF010000004,WP_098152494.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEWF010000004,WP_098152494.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEXE010000010,WP_186111008.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEXE010000010,WP_186111008.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEXH010000002,WP_036029286.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEXH010000002,WP_036029286.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEYJ010000003,WP_186101315.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEYJ010000003,WP_186101315.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP033431,WP_123038018.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP033431,WP_123038018.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_VIUM01000001,WP_145756094.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_VIUM01000001,WP_145756094.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEPP010000014,WP_186011849.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEPP010000014,WP_186011849.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEPT010000002,WP_186039228.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEPT010000002,WP_186039228.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEQR010000001,WP_036056108.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEQR010000001,WP_036056108.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEVO010000014,WP_046581042.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEVO010000014,WP_046581042.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEVX010000002,WP_105852448.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEVX010000002,WP_105852448.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEWI010000004,WP_186045405.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEWI010000004,WP_186045405.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEWN010000001,WP_186059505.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEWN010000001,WP_186059505.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEWQ010000001,WP_105849755.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEWQ010000001,WP_105849755.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEXT010000002,WP_186089460.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEXT010000002,WP_186089460.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP025429,WP_101709115.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP025429,WP_101709115.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP068050,WP_201447063.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP068050,WP_201447063.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP098322,WP_250805156.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP098322,WP_250805156.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NC_013422,WP_012823834.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NC_013422,WP_012823834.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_JQKS01000001,WP_235209186.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_JQKS01000001,WP_235209186.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_KB912877,WP_232216294.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_KB912877,WP_232216294.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CM002023,WP_024106521.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CP051429,WP_192988851.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CP024202,WP_254055138.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP024202,WP_254055138.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP103965,WP_259503025.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP103965,WP_259503025.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_AP023348,WP_203650143.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_AP023348,WP_203650143.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP081966,WP_028690309.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP081966,WP_028690309.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP087172,WP_139668245.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP087172,WP_139668245.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CM001558,WP_003179636.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CM001558,WP_003179636.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP027218,WP_129391611.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP027218,WP_129391611.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP027561,WP_169429607.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP027561,WP_169429607.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP058974,WP_182404194.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP058974,WP_182404194.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP077091,WP_186550979.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP077091,WP_186550979.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP077092,WP_186565700.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP077092,WP_186565700.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP087192,WP_258713159.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP087192,WP_258713159.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP113097,WP_267817488.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP113097,WP_267817488.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CABVIX010000004,WP_158464931.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CABVIX010000004,WP_158464931.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP019952,WP_078478837.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP019952,WP_078478837.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP025035,WP_100851939.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP025035,WP_100851939.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP118607,WP_274906474.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP118607,WP_274906474.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP034836,WP_127970586.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP034836,WP_127970586.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP072455,WP_099135670.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_FMWJ01000001,WP_049581616.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_JACHJQ010000010,WP_184815645.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_JACHJQ010000010,WP_184815645.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP046173,WP_167488524.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP046173,WP_167488524.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP041965,WP_180968714.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CP050975,WP_168528989.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP050975,WP_168528989.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_JACHJY010000004,WP_116159925.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_JACHJY010000004,WP_116159925.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_JAIHBQ010000001,WP_221745942.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_JAIHBQ010000001,WP_221745942.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_JAMGSL010000021,WP_260231312.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_JAMGSL010000021,WP_260231312.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP017141,WP_069381823.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP017141,WP_069381823.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP020046,WP_079415698.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP020046,WP_079415698.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NC_014145,WP_013106347.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NC_014145,WP_013106347.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_LR131947,WP_156054808.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_LR131947,WP_156054808.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_JAASQV010000001,WP_167297754.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_JAASQV010000001,WP_167297754.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_JACHEK010000001,WP_050057978.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_JACHEK010000001,WP_050057978.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_AP018223,WP_096541568.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CP023278,WP_157943205.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
